,Navn,Stasjon,Tid(norsk normaltid),Lufttemperatur
3519,Sunndalsøra Iii,SN63420,2012-08-13 08:45:00,12.8
3520,Sunndalsøra Iii,SN63420,2012-08-13 09:15:00,12.5
3521,Sunndalsøra Iii,SN63420,2012-08-13 09:45:00,13.8
3522,Sunndalsøra Iii,SN63420,2012-08-13 10:15:00,15.2
3523,Sunndalsøra Iii,SN63420,2012-08-13 10:45:00,15.2
3524,Sunndalsøra Iii,SN63420,2012-08-13 11:15:00,15.3
3525,Sunndalsøra Iii,SN63420,2012-08-13 11:45:00,15.5
3526,Sunndalsøra Iii,SN63420,2012-08-13 12:15:00,15.7
3527,Sunndalsøra Iii,SN63420,2012-08-13 12:45:00,15.8
3528,Sunndalsøra Iii,SN63420,2012-08-13 13:15:00,15.9
3529,Sunndalsøra Iii,SN63420,2012-08-13 13:45:00,15.9
3530,Sunndalsøra Iii,SN63420,2012-08-13 14:15:00,16
3531,Sunndalsøra Iii,SN63420,2012-08-13 14:45:00,16.1
3532,Sunndalsøra Iii,SN63420,2012-08-13 15:15:00,16.3
3533,Sunndalsøra Iii,SN63420,2012-08-13 15:45:00,16.4
3534,Sunndalsøra Iii,SN63420,2012-08-13 16:15:00,16.5
3535,Sunndalsøra Iii,SN63420,2012-08-13 16:45:00,16.6
3536,Sunndalsøra Iii,SN63420,2012-08-13 17:15:00,16.6
3537,Sunndalsøra Iii,SN63420,2012-08-13 17:45:00,16.6
3538,Sunndalsøra Iii,SN63420,2012-08-13 18:15:00,16.6
3539,Sunndalsøra Iii,SN63420,2012-08-13 18:45:00,16.4
3540,Sunndalsøra Iii,SN63420,2012-08-13 19:15:00,16.1
3541,Sunndalsøra Iii,SN63420,2012-08-13 19:45:00,16.2
3542,Sunndalsøra Iii,SN63420,2012-08-13 20:15:00,16.3
3543,Sunndalsøra Iii,SN63420,2012-08-13 20:45:00,16.2
3544,Sunndalsøra Iii,SN63420,2012-08-13 21:15:00,16.1
3545,Sunndalsøra Iii,SN63420,2012-08-13 21:45:00,16.0
3546,Sunndalsøra Iii,SN63420,2012-08-13 22:15:00,15.9
3547,Sunndalsøra Iii,SN63420,2012-08-13 22:45:00,15.6
3548,Sunndalsøra Iii,SN63420,2012-08-13 23:15:00,15.2
3549,Sunndalsøra Iii,SN63420,2012-08-13 23:45:00,15.1
3550,Sunndalsøra Iii,SN63420,2012-08-14 00:15:00,14.9
3551,Sunndalsøra Iii,SN63420,2012-08-14 00:45:00,14.9
3552,Sunndalsøra Iii,SN63420,2012-08-14 01:15:00,14.9
3553,Sunndalsøra Iii,SN63420,2012-08-14 01:45:00,14.7
3554,Sunndalsøra Iii,SN63420,2012-08-14 02:15:00,14.5
3555,Sunndalsøra Iii,SN63420,2012-08-14 02:45:00,14.3
3556,Sunndalsøra Iii,SN63420,2012-08-14 03:15:00,14.1
3557,Sunndalsøra Iii,SN63420,2012-08-14 03:45:00,13.8
3558,Sunndalsøra Iii,SN63420,2012-08-14 04:15:00,13.6
3559,Sunndalsøra Iii,SN63420,2012-08-14 04:45:00,13.6
3560,Sunndalsøra Iii,SN63420,2012-08-14 05:15:00,13.6
3561,Sunndalsøra Iii,SN63420,2012-08-14 05:45:00,13.6
3562,Sunndalsøra Iii,SN63420,2012-08-14 06:15:00,13.7
3563,Sunndalsøra Iii,SN63420,2012-08-14 06:45:00,13.5
3564,Sunndalsøra Iii,SN63420,2012-08-14 07:15:00,13.3
3565,Sunndalsøra Iii,SN63420,2012-08-14 07:45:00,13.2
3566,Sunndalsøra Iii,SN63420,2012-08-14 08:15:00,13.2
3567,Sunndalsøra Iii,SN63420,2012-08-14 08:45:00,16.1
3568,Sunndalsøra Iii,SN63420,2012-08-14 09:15:00,19
3569,Sunndalsøra Iii,SN63420,2012-08-14 09:45:00,18.2
3570,Sunndalsøra Iii,SN63420,2012-08-14 10:15:00,17.4
3571,Sunndalsøra Iii,SN63420,2012-08-14 10:45:00,17.4
3572,Sunndalsøra Iii,SN63420,2012-08-14 11:15:00,17.5
3573,Sunndalsøra Iii,SN63420,2012-08-14 11:45:00,18.4
3574,Sunndalsøra Iii,SN63420,2012-08-14 12:15:00,19.3
3575,Sunndalsøra Iii,SN63420,2012-08-14 12:45:00,18.9
3576,Sunndalsøra Iii,SN63420,2012-08-14 13:15:00,18.4
3577,Sunndalsøra Iii,SN63420,2012-08-14 13:45:00,18.3
3578,Sunndalsøra Iii,SN63420,2012-08-14 14:15:00,18.2
3579,Sunndalsøra Iii,SN63420,2012-08-14 14:45:00,17.9
3580,Sunndalsøra Iii,SN63420,2012-08-14 15:15:00,17.6
3581,Sunndalsøra Iii,SN63420,2012-08-14 15:45:00,17.6
3582,Sunndalsøra Iii,SN63420,2012-08-14 16:15:00,17.5
3583,Sunndalsøra Iii,SN63420,2012-08-14 16:45:00,17.6
3584,Sunndalsøra Iii,SN63420,2012-08-14 17:15:00,17.8
3585,Sunndalsøra Iii,SN63420,2012-08-14 17:45:00,17.8
3586,Sunndalsøra Iii,SN63420,2012-08-14 18:15:00,17.8
3587,Sunndalsøra Iii,SN63420,2012-08-14 18:45:00,17.6
3588,Sunndalsøra Iii,SN63420,2012-08-14 19:15:00,17.3
3589,Sunndalsøra Iii,SN63420,2012-08-14 19:45:00,17.1
3590,Sunndalsøra Iii,SN63420,2012-08-14 20:15:00,16.9
3591,Sunndalsøra Iii,SN63420,2012-08-14 20:45:00,16.7
3592,Sunndalsøra Iii,SN63420,2012-08-14 21:15:00,16.5
3593,Sunndalsøra Iii,SN63420,2012-08-14 21:45:00,16.4
3594,Sunndalsøra Iii,SN63420,2012-08-14 22:15:00,16.2
3595,Sunndalsøra Iii,SN63420,2012-08-14 22:45:00,16.1
3596,Sunndalsøra Iii,SN63420,2012-08-14 23:15:00,16
3597,Sunndalsøra Iii,SN63420,2012-08-14 23:45:00,15.8
3598,Sunndalsøra Iii,SN63420,2012-08-15 00:15:00,15.5
3599,Sunndalsøra Iii,SN63420,2012-08-15 00:45:00,15.6
3600,Sunndalsøra Iii,SN63420,2012-08-15 01:15:00,15.6
3601,Sunndalsøra Iii,SN63420,2012-08-15 01:45:00,15.6
3602,Sunndalsøra Iii,SN63420,2012-08-15 02:15:00,15.6
3603,Sunndalsøra Iii,SN63420,2012-08-15 02:45:00,15.4
3604,Sunndalsøra Iii,SN63420,2012-08-15 03:15:00,15.2
3605,Sunndalsøra Iii,SN63420,2012-08-15 03:45:00,15.1
3606,Sunndalsøra Iii,SN63420,2012-08-15 04:15:00,15
3607,Sunndalsøra Iii,SN63420,2012-08-15 04:45:00,14.9
3608,Sunndalsøra Iii,SN63420,2012-08-15 05:15:00,14.8
3609,Sunndalsøra Iii,SN63420,2012-08-15 05:45:00,14.8
3610,Sunndalsøra Iii,SN63420,2012-08-15 06:15:00,14.7
3611,Sunndalsøra Iii,SN63420,2012-08-15 06:45:00,14.7
3612,Sunndalsøra Iii,SN63420,2012-08-15 07:15:00,14.7
3613,Sunndalsøra Iii,SN63420,2012-08-15 07:45:00,14.8
3614,Sunndalsøra Iii,SN63420,2012-08-15 08:15:00,14.9
3615,Sunndalsøra Iii,SN63420,2012-08-15 08:45:00,14.9
3616,Sunndalsøra Iii,SN63420,2012-08-15 09:15:00,14.9
3617,Sunndalsøra Iii,SN63420,2012-08-15 09:45:00,14.9
3618,Sunndalsøra Iii,SN63420,2012-08-15 10:15:00,14.9
3619,Sunndalsøra Iii,SN63420,2012-08-15 10:45:00,15.8
3620,Sunndalsøra Iii,SN63420,2012-08-15 11:15:00,16.6
3621,Sunndalsøra Iii,SN63420,2012-08-15 11:45:00,17.1
3622,Sunndalsøra Iii,SN63420,2012-08-15 12:15:00,17.5
3623,Sunndalsøra Iii,SN63420,2012-08-15 12:45:00,17.3
3624,Sunndalsøra Iii,SN63420,2012-08-15 13:15:00,17.1
3625,Sunndalsøra Iii,SN63420,2012-08-15 13:45:00,17.4
3626,Sunndalsøra Iii,SN63420,2012-08-15 14:15:00,17.6
3627,Sunndalsøra Iii,SN63420,2012-08-15 14:45:00,18.4
3628,Sunndalsøra Iii,SN63420,2012-08-15 15:15:00,19.1
3629,Sunndalsøra Iii,SN63420,2012-08-15 15:45:00,19.6
3630,Sunndalsøra Iii,SN63420,2012-08-15 16:15:00,20.2
3631,Sunndalsøra Iii,SN63420,2012-08-15 16:45:00,20.9
3632,Sunndalsøra Iii,SN63420,2012-08-15 17:15:00,21.5
3633,Sunndalsøra Iii,SN63420,2012-08-15 17:45:00,21.3
3634,Sunndalsøra Iii,SN63420,2012-08-15 18:15:00,21.1
3635,Sunndalsøra Iii,SN63420,2012-08-15 18:45:00,20.6
3636,Sunndalsøra Iii,SN63420,2012-08-15 19:15:00,20.1
3637,Sunndalsøra Iii,SN63420,2012-08-15 19:45:00,19.6
3638,Sunndalsøra Iii,SN63420,2012-08-15 20:15:00,19.2
3639,Sunndalsøra Iii,SN63420,2012-08-15 20:45:00,18.8
3640,Sunndalsøra Iii,SN63420,2012-08-15 21:15:00,18.3
3641,Sunndalsøra Iii,SN63420,2012-08-15 21:45:00,17.7
3642,Sunndalsøra Iii,SN63420,2012-08-15 22:15:00,17.1
3643,Sunndalsøra Iii,SN63420,2012-08-15 22:45:00,17.0
3644,Sunndalsøra Iii,SN63420,2012-08-15 23:15:00,16.9
3645,Sunndalsøra Iii,SN63420,2012-08-15 23:45:00,15.9
3646,Sunndalsøra Iii,SN63420,2012-08-16 00:15:00,14.9
3647,Sunndalsøra Iii,SN63420,2012-08-16 00:45:00,14.5
3648,Sunndalsøra Iii,SN63420,2012-08-16 01:15:00,14.1
3649,Sunndalsøra Iii,SN63420,2012-08-16 01:45:00,13.9
3650,Sunndalsøra Iii,SN63420,2012-08-16 02:15:00,13.7
3651,Sunndalsøra Iii,SN63420,2012-08-16 02:45:00,13.5
3652,Sunndalsøra Iii,SN63420,2012-08-16 03:15:00,13.3
3653,Sunndalsøra Iii,SN63420,2012-08-16 03:45:00,13.8
3654,Sunndalsøra Iii,SN63420,2012-08-16 04:15:00,14.2
3655,Sunndalsøra Iii,SN63420,2012-08-16 04:45:00,14.2
3656,Sunndalsøra Iii,SN63420,2012-08-16 05:15:00,14.2
3657,Sunndalsøra Iii,SN63420,2012-08-16 05:45:00,14.1
3658,Sunndalsøra Iii,SN63420,2012-08-16 06:15:00,14
3659,Sunndalsøra Iii,SN63420,2012-08-16 06:45:00,13.9
3660,Sunndalsøra Iii,SN63420,2012-08-16 07:15:00,13.9
3661,Sunndalsøra Iii,SN63420,2012-08-16 07:45:00,13.8
3662,Sunndalsøra Iii,SN63420,2012-08-16 08:15:00,13.7
3663,Sunndalsøra Iii,SN63420,2012-08-16 08:45:00,17.0
3664,Sunndalsøra Iii,SN63420,2012-08-16 09:15:00,20.3
3665,Sunndalsøra Iii,SN63420,2012-08-16 09:45:00,20.4
3666,Sunndalsøra Iii,SN63420,2012-08-16 10:15:00,20.5
3667,Sunndalsøra Iii,SN63420,2012-08-16 10:45:00,21.6
3668,Sunndalsøra Iii,SN63420,2012-08-16 11:15:00,22.8
3669,Sunndalsøra Iii,SN63420,2012-08-16 11:45:00,22.4
3670,Sunndalsøra Iii,SN63420,2012-08-16 12:15:00,22
3671,Sunndalsøra Iii,SN63420,2012-08-16 12:45:00,21.9
3672,Sunndalsøra Iii,SN63420,2012-08-16 13:15:00,21.7
3673,Sunndalsøra Iii,SN63420,2012-08-16 13:45:00,22.0
3674,Sunndalsøra Iii,SN63420,2012-08-16 14:15:00,22.3
3675,Sunndalsøra Iii,SN63420,2012-08-16 14:45:00,22.5
3676,Sunndalsøra Iii,SN63420,2012-08-16 15:15:00,22.6
3677,Sunndalsøra Iii,SN63420,2012-08-16 15:45:00,22.5
3678,Sunndalsøra Iii,SN63420,2012-08-16 16:15:00,22.3
3679,Sunndalsøra Iii,SN63420,2012-08-16 16:45:00,22.5
3680,Sunndalsøra Iii,SN63420,2012-08-16 17:15:00,22.7
3681,Sunndalsøra Iii,SN63420,2012-08-16 17:45:00,22.4
3682,Sunndalsøra Iii,SN63420,2012-08-16 18:15:00,22.1
3683,Sunndalsøra Iii,SN63420,2012-08-16 18:45:00,21.5
3684,Sunndalsøra Iii,SN63420,2012-08-16 19:15:00,20.8
3685,Sunndalsøra Iii,SN63420,2012-08-16 19:45:00,19.5
3686,Sunndalsøra Iii,SN63420,2012-08-16 20:15:00,18.1
3687,Sunndalsøra Iii,SN63420,2012-08-16 20:45:00,17.8
3688,Sunndalsøra Iii,SN63420,2012-08-16 21:15:00,17.5
3689,Sunndalsøra Iii,SN63420,2012-08-16 21:45:00,16.4
3690,Sunndalsøra Iii,SN63420,2012-08-16 22:15:00,15.3
3691,Sunndalsøra Iii,SN63420,2012-08-16 22:45:00,15.1
3692,Sunndalsøra Iii,SN63420,2012-08-16 23:15:00,14.9
3693,Sunndalsøra Iii,SN63420,2012-08-16 23:45:00,14.9
3694,Sunndalsøra Iii,SN63420,2012-08-17 00:15:00,15
3695,Sunndalsøra Iii,SN63420,2012-08-17 00:45:00,14.7
3696,Sunndalsøra Iii,SN63420,2012-08-17 01:15:00,14.3
3697,Sunndalsøra Iii,SN63420,2012-08-17 01:45:00,13.9
3698,Sunndalsøra Iii,SN63420,2012-08-17 02:15:00,13.6
3699,Sunndalsøra Iii,SN63420,2012-08-17 02:45:00,13.9
3700,Sunndalsøra Iii,SN63420,2012-08-17 03:15:00,14.3
3701,Sunndalsøra Iii,SN63420,2012-08-17 03:45:00,14.2
3702,Sunndalsøra Iii,SN63420,2012-08-17 04:15:00,14.2
3703,Sunndalsøra Iii,SN63420,2012-08-17 04:45:00,14.1
3704,Sunndalsøra Iii,SN63420,2012-08-17 05:15:00,14
3705,Sunndalsøra Iii,SN63420,2012-08-17 05:45:00,14.1
3706,Sunndalsøra Iii,SN63420,2012-08-17 06:15:00,14.2
3707,Sunndalsøra Iii,SN63420,2012-08-17 06:45:00,14.2
3708,Sunndalsøra Iii,SN63420,2012-08-17 07:15:00,14.3
3709,Sunndalsøra Iii,SN63420,2012-08-17 07:45:00,14.5
3710,Sunndalsøra Iii,SN63420,2012-08-17 08:15:00,14.7
3711,Sunndalsøra Iii,SN63420,2012-08-17 08:45:00,14.9
3712,Sunndalsøra Iii,SN63420,2012-08-17 09:15:00,15.2
3713,Sunndalsøra Iii,SN63420,2012-08-17 09:45:00,15.8
3714,Sunndalsøra Iii,SN63420,2012-08-17 10:15:00,16.3
3715,Sunndalsøra Iii,SN63420,2012-08-17 10:45:00,16.6
3716,Sunndalsøra Iii,SN63420,2012-08-17 11:15:00,16.9
3717,Sunndalsøra Iii,SN63420,2012-08-17 11:45:00,17.1
3718,Sunndalsøra Iii,SN63420,2012-08-17 12:15:00,17.4
3719,Sunndalsøra Iii,SN63420,2012-08-17 12:45:00,17.8
3720,Sunndalsøra Iii,SN63420,2012-08-17 13:15:00,18.2
3721,Sunndalsøra Iii,SN63420,2012-08-17 13:45:00,18.9
3722,Sunndalsøra Iii,SN63420,2012-08-17 14:15:00,19.7
3723,Sunndalsøra Iii,SN63420,2012-08-17 14:45:00,19.4
3724,Sunndalsøra Iii,SN63420,2012-08-17 15:15:00,19
3725,Sunndalsøra Iii,SN63420,2012-08-17 15:45:00,18.9
3726,Sunndalsøra Iii,SN63420,2012-08-17 16:15:00,18.9
3727,Sunndalsøra Iii,SN63420,2012-08-17 16:45:00,18.5
3728,Sunndalsøra Iii,SN63420,2012-08-17 17:15:00,18.2
3729,Sunndalsøra Iii,SN63420,2012-08-17 17:45:00,17.6
3730,Sunndalsøra Iii,SN63420,2012-08-17 18:15:00,17.1
3731,Sunndalsøra Iii,SN63420,2012-08-17 18:45:00,16.9
3732,Sunndalsøra Iii,SN63420,2012-08-17 19:15:00,16.7
3733,Sunndalsøra Iii,SN63420,2012-08-17 19:45:00,16.4
3734,Sunndalsøra Iii,SN63420,2012-08-17 20:15:00,16.1
3735,Sunndalsøra Iii,SN63420,2012-08-17 20:45:00,15.7
3736,Sunndalsøra Iii,SN63420,2012-08-17 21:15:00,15.2
3737,Sunndalsøra Iii,SN63420,2012-08-17 21:45:00,14.9
3738,Sunndalsøra Iii,SN63420,2012-08-17 22:15:00,14.7
3739,Sunndalsøra Iii,SN63420,2012-08-17 22:45:00,14.6
3740,Sunndalsøra Iii,SN63420,2012-08-17 23:15:00,14.5
3741,Sunndalsøra Iii,SN63420,2012-08-17 23:45:00,14.1
3742,Sunndalsøra Iii,SN63420,2012-08-18 00:15:00,13.7
3743,Sunndalsøra Iii,SN63420,2012-08-18 00:45:00,13.4
3744,Sunndalsøra Iii,SN63420,2012-08-18 01:15:00,13.1
3745,Sunndalsøra Iii,SN63420,2012-08-18 01:45:00,13.1
3746,Sunndalsøra Iii,SN63420,2012-08-18 02:15:00,13
3747,Sunndalsøra Iii,SN63420,2012-08-18 02:45:00,13.5
3748,Sunndalsøra Iii,SN63420,2012-08-18 03:15:00,14
3749,Sunndalsøra Iii,SN63420,2012-08-18 03:45:00,14.2
3750,Sunndalsøra Iii,SN63420,2012-08-18 04:15:00,14.4
3751,Sunndalsøra Iii,SN63420,2012-08-18 04:45:00,14.5
3752,Sunndalsøra Iii,SN63420,2012-08-18 05:15:00,14.6
3753,Sunndalsøra Iii,SN63420,2012-08-18 05:45:00,14.8
3754,Sunndalsøra Iii,SN63420,2012-08-18 06:15:00,15
3755,Sunndalsøra Iii,SN63420,2012-08-18 06:45:00,15.1
3756,Sunndalsøra Iii,SN63420,2012-08-18 07:15:00,15.1
3757,Sunndalsøra Iii,SN63420,2012-08-18 07:45:00,15.4
3758,Sunndalsøra Iii,SN63420,2012-08-18 08:15:00,15.7
3759,Sunndalsøra Iii,SN63420,2012-08-18 08:45:00,16.2
3760,Sunndalsøra Iii,SN63420,2012-08-18 09:15:00,16.8
3761,Sunndalsøra Iii,SN63420,2012-08-18 09:45:00,18.3
3762,Sunndalsøra Iii,SN63420,2012-08-18 10:15:00,19.8
3763,Sunndalsøra Iii,SN63420,2012-08-18 10:45:00,19.5
3764,Sunndalsøra Iii,SN63420,2012-08-18 11:15:00,19.1
3765,Sunndalsøra Iii,SN63420,2012-08-18 11:45:00,18.9
3766,Sunndalsøra Iii,SN63420,2012-08-18 12:15:00,18.7
3767,Sunndalsøra Iii,SN63420,2012-08-18 12:45:00,18.4
3768,Sunndalsøra Iii,SN63420,2012-08-18 13:15:00,18
3769,Sunndalsøra Iii,SN63420,2012-08-18 13:45:00,17.8
3770,Sunndalsøra Iii,SN63420,2012-08-18 14:15:00,17.5
3771,Sunndalsøra Iii,SN63420,2012-08-18 14:45:00,17.3
3772,Sunndalsøra Iii,SN63420,2012-08-18 15:15:00,17.1
3773,Sunndalsøra Iii,SN63420,2012-08-18 15:45:00,17.6
3774,Sunndalsøra Iii,SN63420,2012-08-18 16:15:00,18
3775,Sunndalsøra Iii,SN63420,2012-08-18 16:45:00,17.2
3776,Sunndalsøra Iii,SN63420,2012-08-18 17:15:00,16.5
3777,Sunndalsøra Iii,SN63420,2012-08-18 17:45:00,16.8
3778,Sunndalsøra Iii,SN63420,2012-08-18 18:15:00,17
3779,Sunndalsøra Iii,SN63420,2012-08-18 18:45:00,16.6
3780,Sunndalsøra Iii,SN63420,2012-08-18 19:15:00,16.3
3781,Sunndalsøra Iii,SN63420,2012-08-18 19:45:00,16.1
3782,Sunndalsøra Iii,SN63420,2012-08-18 20:15:00,16
3783,Sunndalsøra Iii,SN63420,2012-08-18 20:45:00,15.8
3784,Sunndalsøra Iii,SN63420,2012-08-18 21:15:00,15.6
3785,Sunndalsøra Iii,SN63420,2012-08-18 21:45:00,15.3
3786,Sunndalsøra Iii,SN63420,2012-08-18 22:15:00,15
3787,Sunndalsøra Iii,SN63420,2012-08-18 22:45:00,14.8
3788,Sunndalsøra Iii,SN63420,2012-08-18 23:15:00,14.6
3789,Sunndalsøra Iii,SN63420,2012-08-18 23:45:00,14.5
3790,Sunndalsøra Iii,SN63420,2012-08-19 00:15:00,14.4
3791,Sunndalsøra Iii,SN63420,2012-08-19 00:45:00,14.5
3792,Sunndalsøra Iii,SN63420,2012-08-19 01:15:00,14.6
3793,Sunndalsøra Iii,SN63420,2012-08-19 01:45:00,14.6
3794,Sunndalsøra Iii,SN63420,2012-08-19 02:15:00,14.6
3795,Sunndalsøra Iii,SN63420,2012-08-19 02:45:00,14.5
3796,Sunndalsøra Iii,SN63420,2012-08-19 03:15:00,14.4
3797,Sunndalsøra Iii,SN63420,2012-08-19 03:45:00,14.5
3798,Sunndalsøra Iii,SN63420,2012-08-19 04:15:00,14.6
3799,Sunndalsøra Iii,SN63420,2012-08-19 04:45:00,14.6
3800,Sunndalsøra Iii,SN63420,2012-08-19 05:15:00,14.5
3801,Sunndalsøra Iii,SN63420,2012-08-19 05:45:00,14.4
3802,Sunndalsøra Iii,SN63420,2012-08-19 06:15:00,14.4
3803,Sunndalsøra Iii,SN63420,2012-08-19 06:45:00,14.5
3804,Sunndalsøra Iii,SN63420,2012-08-19 07:15:00,14.6
3805,Sunndalsøra Iii,SN63420,2012-08-19 07:45:00,14.8
3806,Sunndalsøra Iii,SN63420,2012-08-19 08:15:00,14.9
3807,Sunndalsøra Iii,SN63420,2012-08-19 08:45:00,15.1
3808,Sunndalsøra Iii,SN63420,2012-08-19 09:15:00,15.3
3809,Sunndalsøra Iii,SN63420,2012-08-19 09:45:00,15.6
3810,Sunndalsøra Iii,SN63420,2012-08-19 10:15:00,15.8
3811,Sunndalsøra Iii,SN63420,2012-08-19 10:45:00,16.8
3812,Sunndalsøra Iii,SN63420,2012-08-19 11:15:00,17.7
3813,Sunndalsøra Iii,SN63420,2012-08-19 11:45:00,17.6
3814,Sunndalsøra Iii,SN63420,2012-08-19 12:15:00,17.5
3815,Sunndalsøra Iii,SN63420,2012-08-19 12:45:00,16.8
3816,Sunndalsøra Iii,SN63420,2012-08-19 13:15:00,16
3817,Sunndalsøra Iii,SN63420,2012-08-19 13:45:00,16.7
3818,Sunndalsøra Iii,SN63420,2012-08-19 14:15:00,17.4
3819,Sunndalsøra Iii,SN63420,2012-08-19 14:45:00,18.4
3820,Sunndalsøra Iii,SN63420,2012-08-19 15:15:00,19.5
3821,Sunndalsøra Iii,SN63420,2012-08-19 15:45:00,19.0
3822,Sunndalsøra Iii,SN63420,2012-08-19 16:15:00,18.5
3823,Sunndalsøra Iii,SN63420,2012-08-19 16:45:00,18.4
3824,Sunndalsøra Iii,SN63420,2012-08-19 17:15:00,18.3
3825,Sunndalsøra Iii,SN63420,2012-08-19 17:45:00,18.2
3826,Sunndalsøra Iii,SN63420,2012-08-19 18:15:00,18.2
3827,Sunndalsøra Iii,SN63420,2012-08-19 18:45:00,18.1
3828,Sunndalsøra Iii,SN63420,2012-08-19 19:15:00,18
3829,Sunndalsøra Iii,SN63420,2012-08-19 19:45:00,17.8
3830,Sunndalsøra Iii,SN63420,2012-08-19 20:15:00,17.5
3831,Sunndalsøra Iii,SN63420,2012-08-19 20:45:00,17.1
3832,Sunndalsøra Iii,SN63420,2012-08-19 21:15:00,16.8
3833,Sunndalsøra Iii,SN63420,2012-08-19 21:45:00,16.6
3834,Sunndalsøra Iii,SN63420,2012-08-19 22:15:00,16.4
3835,Sunndalsøra Iii,SN63420,2012-08-19 22:45:00,15.9
3836,Sunndalsøra Iii,SN63420,2012-08-19 23:15:00,15.4
3837,Sunndalsøra Iii,SN63420,2012-08-19 23:45:00,15.1
3838,Sunndalsøra Iii,SN63420,2012-08-20 00:15:00,14.8
3839,Sunndalsøra Iii,SN63420,2012-08-20 00:45:00,14.8
3840,Sunndalsøra Iii,SN63420,2012-08-20 01:15:00,14.8
3841,Sunndalsøra Iii,SN63420,2012-08-20 01:45:00,14.8
3842,Sunndalsøra Iii,SN63420,2012-08-20 02:15:00,14.7
3843,Sunndalsøra Iii,SN63420,2012-08-20 02:45:00,14.6
3844,Sunndalsøra Iii,SN63420,2012-08-20 03:15:00,14.5
3845,Sunndalsøra Iii,SN63420,2012-08-20 03:45:00,14.4
3846,Sunndalsøra Iii,SN63420,2012-08-20 04:15:00,14.4
3847,Sunndalsøra Iii,SN63420,2012-08-20 04:45:00,14.4
3848,Sunndalsøra Iii,SN63420,2012-08-20 05:15:00,14.3
3849,Sunndalsøra Iii,SN63420,2012-08-20 05:45:00,14.4
3850,Sunndalsøra Iii,SN63420,2012-08-20 06:15:00,14.6
3851,Sunndalsøra Iii,SN63420,2012-08-20 06:45:00,14.6
3852,Sunndalsøra Iii,SN63420,2012-08-20 07:15:00,14.5
3853,Sunndalsøra Iii,SN63420,2012-08-20 07:45:00,15.3
3854,Sunndalsøra Iii,SN63420,2012-08-20 08:15:00,16.1
3855,Sunndalsøra Iii,SN63420,2012-08-20 08:45:00,16.1
3856,Sunndalsøra Iii,SN63420,2012-08-20 09:15:00,16.2
3857,Sunndalsøra Iii,SN63420,2012-08-20 09:45:00,17.0
3858,Sunndalsøra Iii,SN63420,2012-08-20 10:15:00,17.9
3859,Sunndalsøra Iii,SN63420,2012-08-20 10:45:00,18.6
3860,Sunndalsøra Iii,SN63420,2012-08-20 11:15:00,19.4
3861,Sunndalsøra Iii,SN63420,2012-08-20 11:45:00,18.4
3862,Sunndalsøra Iii,SN63420,2012-08-20 12:15:00,17.5
3863,Sunndalsøra Iii,SN63420,2012-08-20 12:45:00,18.1
3864,Sunndalsøra Iii,SN63420,2012-08-20 13:15:00,18.6
3865,Sunndalsøra Iii,SN63420,2012-08-20 13:45:00,19.0
3866,Sunndalsøra Iii,SN63420,2012-08-20 14:15:00,19.3
3867,Sunndalsøra Iii,SN63420,2012-08-20 14:45:00,19.3
3868,Sunndalsøra Iii,SN63420,2012-08-20 15:15:00,19.3
3869,Sunndalsøra Iii,SN63420,2012-08-20 15:45:00,19.4
3870,Sunndalsøra Iii,SN63420,2012-08-20 16:15:00,19.4
3871,Sunndalsøra Iii,SN63420,2012-08-20 16:45:00,19.0
3872,Sunndalsøra Iii,SN63420,2012-08-20 17:15:00,18.7
3873,Sunndalsøra Iii,SN63420,2012-08-20 17:45:00,18.2
3874,Sunndalsøra Iii,SN63420,2012-08-20 18:15:00,17.8
3875,Sunndalsøra Iii,SN63420,2012-08-20 18:45:00,17.5
3876,Sunndalsøra Iii,SN63420,2012-08-20 19:15:00,17.1
3877,Sunndalsøra Iii,SN63420,2012-08-20 19:45:00,16.6
3878,Sunndalsøra Iii,SN63420,2012-08-20 20:15:00,16
3879,Sunndalsøra Iii,SN63420,2012-08-20 20:45:00,15.8
3880,Sunndalsøra Iii,SN63420,2012-08-20 21:15:00,15.5
3881,Sunndalsøra Iii,SN63420,2012-08-20 21:45:00,15.7
3882,Sunndalsøra Iii,SN63420,2012-08-20 22:15:00,15.8
3883,Sunndalsøra Iii,SN63420,2012-08-20 22:45:00,15.7
3884,Sunndalsøra Iii,SN63420,2012-08-20 23:15:00,15.6
3885,Sunndalsøra Iii,SN63420,2012-08-20 23:45:00,15.3
3886,Sunndalsøra Iii,SN63420,2012-08-21 00:15:00,15
3887,Sunndalsøra Iii,SN63420,2012-08-21 00:45:00,15.2
3888,Sunndalsøra Iii,SN63420,2012-08-21 01:15:00,15.5
3889,Sunndalsøra Iii,SN63420,2012-08-21 01:45:00,15.4
3890,Sunndalsøra Iii,SN63420,2012-08-21 02:15:00,15.4
3891,Sunndalsøra Iii,SN63420,2012-08-21 02:45:00,15.2
3892,Sunndalsøra Iii,SN63420,2012-08-21 03:15:00,15.1
3893,Sunndalsøra Iii,SN63420,2012-08-21 03:45:00,14.7
3894,Sunndalsøra Iii,SN63420,2012-08-21 04:15:00,14.3
3895,Sunndalsøra Iii,SN63420,2012-08-21 04:45:00,14.8
3896,Sunndalsøra Iii,SN63420,2012-08-21 05:15:00,15.2
