,Navn,Stasjon,Tid(norsk normaltid),Lufttemperatur
1235,Sunndalsøra Iii,SN63420,2012-06-26 18:45:00,11.2
1236,Sunndalsøra Iii,SN63420,2012-06-26 19:15:00,11.6
1237,Sunndalsøra Iii,SN63420,2012-06-26 19:45:00,11.6
1238,Sunndalsøra Iii,SN63420,2012-06-26 20:15:00,11.5
1239,Sunndalsøra Iii,SN63420,2012-06-26 20:45:00,11.3
1240,Sunndalsøra Iii,SN63420,2012-06-26 21:15:00,11.2
1241,Sunndalsøra Iii,SN63420,2012-06-26 21:45:00,10.9
1242,Sunndalsøra Iii,SN63420,2012-06-26 22:15:00,10.7
1243,Sunndalsøra Iii,SN63420,2012-06-26 22:45:00,10.1
1244,Sunndalsøra Iii,SN63420,2012-06-26 23:15:00,9.4
1245,Sunndalsøra Iii,SN63420,2012-06-26 23:45:00,9.7
1246,Sunndalsøra Iii,SN63420,2012-06-27 00:15:00,9.9
1247,Sunndalsøra Iii,SN63420,2012-06-27 00:45:00,9.8
1248,Sunndalsøra Iii,SN63420,2012-06-27 01:15:00,9.7
1249,Sunndalsøra Iii,SN63420,2012-06-27 01:45:00,9.4
1250,Sunndalsøra Iii,SN63420,2012-06-27 02:15:00,9.1
1251,Sunndalsøra Iii,SN63420,2012-06-27 02:45:00,9.1
1252,Sunndalsøra Iii,SN63420,2012-06-27 03:15:00,9.1
1253,Sunndalsøra Iii,SN63420,2012-06-27 03:45:00,9.0
1254,Sunndalsøra Iii,SN63420,2012-06-27 04:15:00,8.9
1255,Sunndalsøra Iii,SN63420,2012-06-27 04:45:00,9.1
1256,Sunndalsøra Iii,SN63420,2012-06-27 05:15:00,9.3
1257,Sunndalsøra Iii,SN63420,2012-06-27 05:45:00,9.3
1258,Sunndalsøra Iii,SN63420,2012-06-27 06:15:00,9.3
1259,Sunndalsøra Iii,SN63420,2012-06-27 06:45:00,9.5
1260,Sunndalsøra Iii,SN63420,2012-06-27 07:15:00,9.7
1261,Sunndalsøra Iii,SN63420,2012-06-27 07:45:00,10.1
1262,Sunndalsøra Iii,SN63420,2012-06-27 08:15:00,10.6
1263,Sunndalsøra Iii,SN63420,2012-06-27 08:45:00,11.6
1264,Sunndalsøra Iii,SN63420,2012-06-27 09:15:00,12.5
1265,Sunndalsøra Iii,SN63420,2012-06-27 09:45:00,13.2
1266,Sunndalsøra Iii,SN63420,2012-06-27 10:15:00,13.8
1267,Sunndalsøra Iii,SN63420,2012-06-27 10:45:00,14.2
1268,Sunndalsøra Iii,SN63420,2012-06-27 11:15:00,14.7
1269,Sunndalsøra Iii,SN63420,2012-06-27 11:45:00,14.9
1270,Sunndalsøra Iii,SN63420,2012-06-27 12:15:00,15.1
1271,Sunndalsøra Iii,SN63420,2012-06-27 12:45:00,14.8
1272,Sunndalsøra Iii,SN63420,2012-06-27 13:15:00,14.5
1273,Sunndalsøra Iii,SN63420,2012-06-27 13:45:00,14.2
1274,Sunndalsøra Iii,SN63420,2012-06-27 14:15:00,13.9
1275,Sunndalsøra Iii,SN63420,2012-06-27 14:45:00,13.6
1276,Sunndalsøra Iii,SN63420,2012-06-27 15:15:00,13.3
1277,Sunndalsøra Iii,SN63420,2012-06-27 15:45:00,13.7
1278,Sunndalsøra Iii,SN63420,2012-06-27 16:15:00,14.1
1279,Sunndalsøra Iii,SN63420,2012-06-27 16:45:00,14.2
1280,Sunndalsøra Iii,SN63420,2012-06-27 17:15:00,14.4
1281,Sunndalsøra Iii,SN63420,2012-06-27 17:45:00,13.9
1282,Sunndalsøra Iii,SN63420,2012-06-27 18:15:00,13.5
1283,Sunndalsøra Iii,SN63420,2012-06-27 18:45:00,13.1
1284,Sunndalsøra Iii,SN63420,2012-06-27 19:15:00,12.6
1285,Sunndalsøra Iii,SN63420,2012-06-27 19:45:00,12.3
1286,Sunndalsøra Iii,SN63420,2012-06-27 20:15:00,12
1287,Sunndalsøra Iii,SN63420,2012-06-27 20:45:00,11.8
1288,Sunndalsøra Iii,SN63420,2012-06-27 21:15:00,11.7
1289,Sunndalsøra Iii,SN63420,2012-06-27 21:45:00,11.4
1290,Sunndalsøra Iii,SN63420,2012-06-27 22:15:00,11.2
1291,Sunndalsøra Iii,SN63420,2012-06-27 22:45:00,11.1
1292,Sunndalsøra Iii,SN63420,2012-06-27 23:15:00,11.1
1293,Sunndalsøra Iii,SN63420,2012-06-27 23:45:00,10.6
1294,Sunndalsøra Iii,SN63420,2012-06-28 00:15:00,10.1
1295,Sunndalsøra Iii,SN63420,2012-06-28 00:45:00,10.2
1296,Sunndalsøra Iii,SN63420,2012-06-28 01:15:00,10.4
1297,Sunndalsøra Iii,SN63420,2012-06-28 01:45:00,10.3
1298,Sunndalsøra Iii,SN63420,2012-06-28 02:15:00,10.2
1299,Sunndalsøra Iii,SN63420,2012-06-28 02:45:00,10.1
1300,Sunndalsøra Iii,SN63420,2012-06-28 03:15:00,10.1
1301,Sunndalsøra Iii,SN63420,2012-06-28 03:45:00,9.9
1302,Sunndalsøra Iii,SN63420,2012-06-28 04:15:00,9.7
1303,Sunndalsøra Iii,SN63420,2012-06-28 04:45:00,9.6
1304,Sunndalsøra Iii,SN63420,2012-06-28 05:15:00,9.5
1305,Sunndalsøra Iii,SN63420,2012-06-28 05:45:00,9.8
1306,Sunndalsøra Iii,SN63420,2012-06-28 06:15:00,10.2
1307,Sunndalsøra Iii,SN63420,2012-06-28 06:45:00,10.3
1308,Sunndalsøra Iii,SN63420,2012-06-28 07:15:00,10.4
1309,Sunndalsøra Iii,SN63420,2012-06-28 07:45:00,10.8
1310,Sunndalsøra Iii,SN63420,2012-06-28 08:15:00,11.1
1311,Sunndalsøra Iii,SN63420,2012-06-28 08:45:00,11.4
1312,Sunndalsøra Iii,SN63420,2012-06-28 09:15:00,11.7
1313,Sunndalsøra Iii,SN63420,2012-06-28 09:45:00,12.4
1314,Sunndalsøra Iii,SN63420,2012-06-28 10:15:00,13.1
1315,Sunndalsøra Iii,SN63420,2012-06-28 10:45:00,13.3
1316,Sunndalsøra Iii,SN63420,2012-06-28 11:15:00,13.5
1317,Sunndalsøra Iii,SN63420,2012-06-28 11:45:00,13.9
1318,Sunndalsøra Iii,SN63420,2012-06-28 12:15:00,14.3
1319,Sunndalsøra Iii,SN63420,2012-06-28 12:45:00,14.5
1320,Sunndalsøra Iii,SN63420,2012-06-28 13:15:00,14.7
1321,Sunndalsøra Iii,SN63420,2012-06-28 13:45:00,15.1
1322,Sunndalsøra Iii,SN63420,2012-06-28 14:15:00,15.5
1323,Sunndalsøra Iii,SN63420,2012-06-28 14:45:00,15.8
1324,Sunndalsøra Iii,SN63420,2012-06-28 15:15:00,16.2
1325,Sunndalsøra Iii,SN63420,2012-06-28 15:45:00,16.4
1326,Sunndalsøra Iii,SN63420,2012-06-28 16:15:00,16.5
1327,Sunndalsøra Iii,SN63420,2012-06-28 16:45:00,16.6
1328,Sunndalsøra Iii,SN63420,2012-06-28 17:15:00,16.7
1329,Sunndalsøra Iii,SN63420,2012-06-28 17:45:00,16.6
1330,Sunndalsøra Iii,SN63420,2012-06-28 18:15:00,16.5
1331,Sunndalsøra Iii,SN63420,2012-06-28 18:45:00,16.4
1332,Sunndalsøra Iii,SN63420,2012-06-28 19:15:00,16.3
1333,Sunndalsøra Iii,SN63420,2012-06-28 19:45:00,16.1
1334,Sunndalsøra Iii,SN63420,2012-06-28 20:15:00,15.9
1335,Sunndalsøra Iii,SN63420,2012-06-28 20:45:00,14.4
1336,Sunndalsøra Iii,SN63420,2012-06-28 21:15:00,13
1337,Sunndalsøra Iii,SN63420,2012-06-28 21:45:00,12.6
1338,Sunndalsøra Iii,SN63420,2012-06-28 22:15:00,12.2
1339,Sunndalsøra Iii,SN63420,2012-06-28 22:45:00,11.4
1340,Sunndalsøra Iii,SN63420,2012-06-28 23:15:00,10.7
1341,Sunndalsøra Iii,SN63420,2012-06-28 23:45:00,10.3
1342,Sunndalsøra Iii,SN63420,2012-06-29 00:15:00,9.9
1343,Sunndalsøra Iii,SN63420,2012-06-29 00:45:00,9.8
1344,Sunndalsøra Iii,SN63420,2012-06-29 01:15:00,9.7
1345,Sunndalsøra Iii,SN63420,2012-06-29 01:45:00,9.6
1346,Sunndalsøra Iii,SN63420,2012-06-29 02:15:00,9.5
1347,Sunndalsøra Iii,SN63420,2012-06-29 02:45:00,9.4
1348,Sunndalsøra Iii,SN63420,2012-06-29 03:15:00,9.3
1349,Sunndalsøra Iii,SN63420,2012-06-29 03:45:00,10.8
1350,Sunndalsøra Iii,SN63420,2012-06-29 04:15:00,12.2
1351,Sunndalsøra Iii,SN63420,2012-06-29 04:45:00,11.8
1352,Sunndalsøra Iii,SN63420,2012-06-29 05:15:00,11.4
1353,Sunndalsøra Iii,SN63420,2012-06-29 05:45:00,11.1
1354,Sunndalsøra Iii,SN63420,2012-06-29 06:15:00,10.8
1355,Sunndalsøra Iii,SN63420,2012-06-29 06:45:00,10.7
1356,Sunndalsøra Iii,SN63420,2012-06-29 07:15:00,10.5
1357,Sunndalsøra Iii,SN63420,2012-06-29 07:45:00,10.9
1358,Sunndalsøra Iii,SN63420,2012-06-29 08:15:00,11.3
1359,Sunndalsøra Iii,SN63420,2012-06-29 08:45:00,11.9
1360,Sunndalsøra Iii,SN63420,2012-06-29 09:15:00,12.6
1361,Sunndalsøra Iii,SN63420,2012-06-29 09:45:00,13.6
1362,Sunndalsøra Iii,SN63420,2012-06-29 10:15:00,14.7
1363,Sunndalsøra Iii,SN63420,2012-06-29 10:45:00,14.9
1364,Sunndalsøra Iii,SN63420,2012-06-29 11:15:00,15.1
1365,Sunndalsøra Iii,SN63420,2012-06-29 11:45:00,15.2
1366,Sunndalsøra Iii,SN63420,2012-06-29 12:15:00,15.3
1367,Sunndalsøra Iii,SN63420,2012-06-29 12:45:00,16.5
1368,Sunndalsøra Iii,SN63420,2012-06-29 13:15:00,17.6
1369,Sunndalsøra Iii,SN63420,2012-06-29 13:45:00,19.2
1370,Sunndalsøra Iii,SN63420,2012-06-29 14:15:00,20.8
1371,Sunndalsøra Iii,SN63420,2012-06-29 14:45:00,20.6
1372,Sunndalsøra Iii,SN63420,2012-06-29 15:15:00,20.3
1373,Sunndalsøra Iii,SN63420,2012-06-29 15:45:00,19.8
1374,Sunndalsøra Iii,SN63420,2012-06-29 16:15:00,19.2
1375,Sunndalsøra Iii,SN63420,2012-06-29 16:45:00,19.9
1376,Sunndalsøra Iii,SN63420,2012-06-29 17:15:00,20.6
1377,Sunndalsøra Iii,SN63420,2012-06-29 17:45:00,20.3
1378,Sunndalsøra Iii,SN63420,2012-06-29 18:15:00,20
1379,Sunndalsøra Iii,SN63420,2012-06-29 18:45:00,19.3
1380,Sunndalsøra Iii,SN63420,2012-06-29 19:15:00,18.6
1381,Sunndalsøra Iii,SN63420,2012-06-29 19:45:00,18.6
1382,Sunndalsøra Iii,SN63420,2012-06-29 20:15:00,18.7
1383,Sunndalsøra Iii,SN63420,2012-06-29 20:45:00,18.4
1384,Sunndalsøra Iii,SN63420,2012-06-29 21:15:00,18.1
1385,Sunndalsøra Iii,SN63420,2012-06-29 21:45:00,18.4
1386,Sunndalsøra Iii,SN63420,2012-06-29 22:15:00,18.6
1387,Sunndalsøra Iii,SN63420,2012-06-29 22:45:00,18.5
1388,Sunndalsøra Iii,SN63420,2012-06-29 23:15:00,18.4
1389,Sunndalsøra Iii,SN63420,2012-06-29 23:45:00,18.2
1390,Sunndalsøra Iii,SN63420,2012-06-30 00:15:00,18.1
1391,Sunndalsøra Iii,SN63420,2012-06-30 00:45:00,17.9
1392,Sunndalsøra Iii,SN63420,2012-06-30 01:15:00,17.6
1393,Sunndalsøra Iii,SN63420,2012-06-30 01:45:00,17.4
1394,Sunndalsøra Iii,SN63420,2012-06-30 02:15:00,17.1
1395,Sunndalsøra Iii,SN63420,2012-06-30 02:45:00,17.3
1396,Sunndalsøra Iii,SN63420,2012-06-30 03:15:00,17.5
1397,Sunndalsøra Iii,SN63420,2012-06-30 03:45:00,17.2
1398,Sunndalsøra Iii,SN63420,2012-06-30 04:15:00,16.9
1399,Sunndalsøra Iii,SN63420,2012-06-30 04:45:00,16.4
1400,Sunndalsøra Iii,SN63420,2012-06-30 05:15:00,16
1401,Sunndalsøra Iii,SN63420,2012-06-30 05:45:00,15.8
1402,Sunndalsøra Iii,SN63420,2012-06-30 06:15:00,15.7
1403,Sunndalsøra Iii,SN63420,2012-06-30 06:45:00,15.6
1404,Sunndalsøra Iii,SN63420,2012-06-30 07:15:00,15.4
1405,Sunndalsøra Iii,SN63420,2012-06-30 07:45:00,15.4
1406,Sunndalsøra Iii,SN63420,2012-06-30 08:15:00,15.3
1407,Sunndalsøra Iii,SN63420,2012-06-30 08:45:00,15.6
1408,Sunndalsøra Iii,SN63420,2012-06-30 09:15:00,15.9
1409,Sunndalsøra Iii,SN63420,2012-06-30 09:45:00,16.8
1410,Sunndalsøra Iii,SN63420,2012-06-30 10:15:00,17.7
1411,Sunndalsøra Iii,SN63420,2012-06-30 10:45:00,18.4
1412,Sunndalsøra Iii,SN63420,2012-06-30 11:15:00,19.1
1413,Sunndalsøra Iii,SN63420,2012-06-30 11:45:00,19.8
1414,Sunndalsøra Iii,SN63420,2012-06-30 12:15:00,20.4
1415,Sunndalsøra Iii,SN63420,2012-06-30 12:45:00,20.2
1416,Sunndalsøra Iii,SN63420,2012-06-30 13:15:00,20.1
1417,Sunndalsøra Iii,SN63420,2012-06-30 13:45:00,20.2
1418,Sunndalsøra Iii,SN63420,2012-06-30 14:15:00,20.4
1419,Sunndalsøra Iii,SN63420,2012-06-30 14:45:00,21.2
1420,Sunndalsøra Iii,SN63420,2012-06-30 15:15:00,22.1
1421,Sunndalsøra Iii,SN63420,2012-06-30 15:45:00,21.8
1422,Sunndalsøra Iii,SN63420,2012-06-30 16:15:00,21.5
1423,Sunndalsøra Iii,SN63420,2012-06-30 16:45:00,21.4
1424,Sunndalsøra Iii,SN63420,2012-06-30 17:15:00,21.3
1425,Sunndalsøra Iii,SN63420,2012-06-30 17:45:00,21.3
1426,Sunndalsøra Iii,SN63420,2012-06-30 18:15:00,21.3
1427,Sunndalsøra Iii,SN63420,2012-06-30 18:45:00,21.1
1428,Sunndalsøra Iii,SN63420,2012-06-30 19:15:00,20.8
1429,Sunndalsøra Iii,SN63420,2012-06-30 19:45:00,20.8
1430,Sunndalsøra Iii,SN63420,2012-06-30 20:15:00,20.8
1431,Sunndalsøra Iii,SN63420,2012-06-30 20:45:00,20.8
1432,Sunndalsøra Iii,SN63420,2012-06-30 21:15:00,20.7
1433,Sunndalsøra Iii,SN63420,2012-06-30 21:45:00,19.4
1434,Sunndalsøra Iii,SN63420,2012-06-30 22:15:00,18.1
1435,Sunndalsøra Iii,SN63420,2012-06-30 22:45:00,17.5
1436,Sunndalsøra Iii,SN63420,2012-06-30 23:15:00,16.8
1437,Sunndalsøra Iii,SN63420,2012-06-30 23:45:00,15.8
1438,Sunndalsøra Iii,SN63420,2012-07-01 00:15:00,14.7
1439,Sunndalsøra Iii,SN63420,2012-07-01 00:45:00,14.4
1440,Sunndalsøra Iii,SN63420,2012-07-01 01:15:00,14.1
1441,Sunndalsøra Iii,SN63420,2012-07-01 01:45:00,13.7
1442,Sunndalsøra Iii,SN63420,2012-07-01 02:15:00,13.3
1443,Sunndalsøra Iii,SN63420,2012-07-01 02:45:00,13.5
1444,Sunndalsøra Iii,SN63420,2012-07-01 03:15:00,13.7
1445,Sunndalsøra Iii,SN63420,2012-07-01 03:45:00,13.9
1446,Sunndalsøra Iii,SN63420,2012-07-01 04:15:00,14.2
1447,Sunndalsøra Iii,SN63420,2012-07-01 04:45:00,14.5
1448,Sunndalsøra Iii,SN63420,2012-07-01 05:15:00,14.8
1449,Sunndalsøra Iii,SN63420,2012-07-01 05:45:00,13.5
1450,Sunndalsøra Iii,SN63420,2012-07-01 06:15:00,12.2
1451,Sunndalsøra Iii,SN63420,2012-07-01 06:45:00,12.3
1452,Sunndalsøra Iii,SN63420,2012-07-01 07:15:00,12.4
1453,Sunndalsøra Iii,SN63420,2012-07-01 07:45:00,12.9
1454,Sunndalsøra Iii,SN63420,2012-07-01 08:15:00,13.5
1455,Sunndalsøra Iii,SN63420,2012-07-01 08:45:00,14.7
1456,Sunndalsøra Iii,SN63420,2012-07-01 09:15:00,15.9
1457,Sunndalsøra Iii,SN63420,2012-07-01 09:45:00,16.1
1458,Sunndalsøra Iii,SN63420,2012-07-01 10:15:00,16.2
1459,Sunndalsøra Iii,SN63420,2012-07-01 10:45:00,15.9
1460,Sunndalsøra Iii,SN63420,2012-07-01 11:15:00,15.6
1461,Sunndalsøra Iii,SN63420,2012-07-01 11:45:00,15.3
1462,Sunndalsøra Iii,SN63420,2012-07-01 12:15:00,15
1463,Sunndalsøra Iii,SN63420,2012-07-01 12:45:00,14.8
1464,Sunndalsøra Iii,SN63420,2012-07-01 13:15:00,14.6
1465,Sunndalsøra Iii,SN63420,2012-07-01 13:45:00,15.1
1466,Sunndalsøra Iii,SN63420,2012-07-01 14:15:00,15.7
1467,Sunndalsøra Iii,SN63420,2012-07-01 14:45:00,15.9
1468,Sunndalsøra Iii,SN63420,2012-07-01 15:15:00,16.1
1469,Sunndalsøra Iii,SN63420,2012-07-01 15:45:00,17.1
1470,Sunndalsøra Iii,SN63420,2012-07-01 16:15:00,18.2
1471,Sunndalsøra Iii,SN63420,2012-07-01 16:45:00,18.9
1472,Sunndalsøra Iii,SN63420,2012-07-01 17:15:00,19.7
1473,Sunndalsøra Iii,SN63420,2012-07-01 17:45:00,18.5
1474,Sunndalsøra Iii,SN63420,2012-07-01 18:15:00,17.4
1475,Sunndalsøra Iii,SN63420,2012-07-01 18:45:00,18.4
1476,Sunndalsøra Iii,SN63420,2012-07-01 19:15:00,19.3
1477,Sunndalsøra Iii,SN63420,2012-07-01 19:45:00,17.6
1478,Sunndalsøra Iii,SN63420,2012-07-01 20:15:00,15.8
1479,Sunndalsøra Iii,SN63420,2012-07-01 20:45:00,15.6
1480,Sunndalsøra Iii,SN63420,2012-07-01 21:15:00,15.4
1481,Sunndalsøra Iii,SN63420,2012-07-01 21:45:00,15.2
1482,Sunndalsøra Iii,SN63420,2012-07-01 22:15:00,15
1483,Sunndalsøra Iii,SN63420,2012-07-01 22:45:00,14.8
1484,Sunndalsøra Iii,SN63420,2012-07-01 23:15:00,14.7
1485,Sunndalsøra Iii,SN63420,2012-07-01 23:45:00,13.9
1486,Sunndalsøra Iii,SN63420,2012-07-02 00:15:00,13.2
1487,Sunndalsøra Iii,SN63420,2012-07-02 00:45:00,12.8
1488,Sunndalsøra Iii,SN63420,2012-07-02 01:15:00,12.5
1489,Sunndalsøra Iii,SN63420,2012-07-02 01:45:00,12.0
1490,Sunndalsøra Iii,SN63420,2012-07-02 02:15:00,11.5
1491,Sunndalsøra Iii,SN63420,2012-07-02 02:45:00,11.3
1492,Sunndalsøra Iii,SN63420,2012-07-02 03:15:00,11.1
1493,Sunndalsøra Iii,SN63420,2012-07-02 03:45:00,10.7
1494,Sunndalsøra Iii,SN63420,2012-07-02 04:15:00,10.3
1495,Sunndalsøra Iii,SN63420,2012-07-02 04:45:00,10.2
1496,Sunndalsøra Iii,SN63420,2012-07-02 05:15:00,10
1497,Sunndalsøra Iii,SN63420,2012-07-02 05:45:00,10.0
1498,Sunndalsøra Iii,SN63420,2012-07-02 06:15:00,10
1499,Sunndalsøra Iii,SN63420,2012-07-02 06:45:00,10.2
1500,Sunndalsøra Iii,SN63420,2012-07-02 07:15:00,10.5
1501,Sunndalsøra Iii,SN63420,2012-07-02 07:45:00,11.1
1502,Sunndalsøra Iii,SN63420,2012-07-02 08:15:00,11.6
1503,Sunndalsøra Iii,SN63420,2012-07-02 08:45:00,11.4
1504,Sunndalsøra Iii,SN63420,2012-07-02 09:15:00,11.2
1505,Sunndalsøra Iii,SN63420,2012-07-02 09:45:00,11.6
1506,Sunndalsøra Iii,SN63420,2012-07-02 10:15:00,11.9
1507,Sunndalsøra Iii,SN63420,2012-07-02 10:45:00,12.7
1508,Sunndalsøra Iii,SN63420,2012-07-02 11:15:00,13.4
1509,Sunndalsøra Iii,SN63420,2012-07-02 11:45:00,14.2
1510,Sunndalsøra Iii,SN63420,2012-07-02 12:15:00,15
1511,Sunndalsøra Iii,SN63420,2012-07-02 12:45:00,14.9
1512,Sunndalsøra Iii,SN63420,2012-07-02 13:15:00,14.9
1513,Sunndalsøra Iii,SN63420,2012-07-02 13:45:00,14.6
1514,Sunndalsøra Iii,SN63420,2012-07-02 14:15:00,14.2
1515,Sunndalsøra Iii,SN63420,2012-07-02 14:45:00,14.2
1516,Sunndalsøra Iii,SN63420,2012-07-02 15:15:00,14.2
1517,Sunndalsøra Iii,SN63420,2012-07-02 15:45:00,15.0
1518,Sunndalsøra Iii,SN63420,2012-07-02 16:15:00,15.8
1519,Sunndalsøra Iii,SN63420,2012-07-02 16:45:00,15.2
1520,Sunndalsøra Iii,SN63420,2012-07-02 17:15:00,14.7
1521,Sunndalsøra Iii,SN63420,2012-07-02 17:45:00,14.7
1522,Sunndalsøra Iii,SN63420,2012-07-02 18:15:00,14.7
1523,Sunndalsøra Iii,SN63420,2012-07-02 18:45:00,14.2
1524,Sunndalsøra Iii,SN63420,2012-07-02 19:15:00,13.7
1525,Sunndalsøra Iii,SN63420,2012-07-02 19:45:00,13.8
1526,Sunndalsøra Iii,SN63420,2012-07-02 20:15:00,13.8
1527,Sunndalsøra Iii,SN63420,2012-07-02 20:45:00,13.2
1528,Sunndalsøra Iii,SN63420,2012-07-02 21:15:00,12.7
1529,Sunndalsøra Iii,SN63420,2012-07-02 21:45:00,13.1
1530,Sunndalsøra Iii,SN63420,2012-07-02 22:15:00,13.4
1531,Sunndalsøra Iii,SN63420,2012-07-02 22:45:00,13.2
1532,Sunndalsøra Iii,SN63420,2012-07-02 23:15:00,13
1533,Sunndalsøra Iii,SN63420,2012-07-02 23:45:00,12.6
1534,Sunndalsøra Iii,SN63420,2012-07-03 00:15:00,12.2
1535,Sunndalsøra Iii,SN63420,2012-07-03 00:45:00,11.2
1536,Sunndalsøra Iii,SN63420,2012-07-03 01:15:00,10.2
1537,Sunndalsøra Iii,SN63420,2012-07-03 01:45:00,10.0
1538,Sunndalsøra Iii,SN63420,2012-07-03 02:15:00,9.8
1539,Sunndalsøra Iii,SN63420,2012-07-03 02:45:00,9.7
1540,Sunndalsøra Iii,SN63420,2012-07-03 03:15:00,9.6
1541,Sunndalsøra Iii,SN63420,2012-07-03 03:45:00,9.4
1542,Sunndalsøra Iii,SN63420,2012-07-03 04:15:00,9.2
1543,Sunndalsøra Iii,SN63420,2012-07-03 04:45:00,9.1
1544,Sunndalsøra Iii,SN63420,2012-07-03 05:15:00,8.9
1545,Sunndalsøra Iii,SN63420,2012-07-03 05:45:00,9.4
1546,Sunndalsøra Iii,SN63420,2012-07-03 06:15:00,9.9
1547,Sunndalsøra Iii,SN63420,2012-07-03 06:45:00,9.9
1548,Sunndalsøra Iii,SN63420,2012-07-03 07:15:00,10
1549,Sunndalsøra Iii,SN63420,2012-07-03 07:45:00,10.1
1550,Sunndalsøra Iii,SN63420,2012-07-03 08:15:00,10.2
1551,Sunndalsøra Iii,SN63420,2012-07-03 08:45:00,10.8
1552,Sunndalsøra Iii,SN63420,2012-07-03 09:15:00,11.4
1553,Sunndalsøra Iii,SN63420,2012-07-03 09:45:00,12.2
1554,Sunndalsøra Iii,SN63420,2012-07-03 10:15:00,12.9
1555,Sunndalsøra Iii,SN63420,2012-07-03 10:45:00,13.9
1556,Sunndalsøra Iii,SN63420,2012-07-03 11:15:00,15
1557,Sunndalsøra Iii,SN63420,2012-07-03 11:45:00,14.9
1558,Sunndalsøra Iii,SN63420,2012-07-03 12:15:00,14.8
1559,Sunndalsøra Iii,SN63420,2012-07-03 12:45:00,15.5
1560,Sunndalsøra Iii,SN63420,2012-07-03 13:15:00,16.2
1561,Sunndalsøra Iii,SN63420,2012-07-03 13:45:00,16.4
1562,Sunndalsøra Iii,SN63420,2012-07-03 14:15:00,16.7
1563,Sunndalsøra Iii,SN63420,2012-07-03 14:45:00,17.2
1564,Sunndalsøra Iii,SN63420,2012-07-03 15:15:00,17.7
1565,Sunndalsøra Iii,SN63420,2012-07-03 15:45:00,18.0
1566,Sunndalsøra Iii,SN63420,2012-07-03 16:15:00,18.3
1567,Sunndalsøra Iii,SN63420,2012-07-03 16:45:00,18.6
1568,Sunndalsøra Iii,SN63420,2012-07-03 17:15:00,19
1569,Sunndalsøra Iii,SN63420,2012-07-03 17:45:00,19.1
1570,Sunndalsøra Iii,SN63420,2012-07-03 18:15:00,19.3
1571,Sunndalsøra Iii,SN63420,2012-07-03 18:45:00,19.2
1572,Sunndalsøra Iii,SN63420,2012-07-03 19:15:00,19.1
1573,Sunndalsøra Iii,SN63420,2012-07-03 19:45:00,19.1
1574,Sunndalsøra Iii,SN63420,2012-07-03 20:15:00,19.2
1575,Sunndalsøra Iii,SN63420,2012-07-03 20:45:00,18.9
1576,Sunndalsøra Iii,SN63420,2012-07-03 21:15:00,18.7
1577,Sunndalsøra Iii,SN63420,2012-07-03 21:45:00,18.5
1578,Sunndalsøra Iii,SN63420,2012-07-03 22:15:00,18.3
1579,Sunndalsøra Iii,SN63420,2012-07-03 22:45:00,17.6
1580,Sunndalsøra Iii,SN63420,2012-07-03 23:15:00,17
1581,Sunndalsøra Iii,SN63420,2012-07-03 23:45:00,16.2
1582,Sunndalsøra Iii,SN63420,2012-07-04 00:15:00,15.5
1583,Sunndalsøra Iii,SN63420,2012-07-04 00:45:00,15.2
1584,Sunndalsøra Iii,SN63420,2012-07-04 01:15:00,14.8
1585,Sunndalsøra Iii,SN63420,2012-07-04 01:45:00,14.3
1586,Sunndalsøra Iii,SN63420,2012-07-04 02:15:00,13.8
1587,Sunndalsøra Iii,SN63420,2012-07-04 02:45:00,13.3
1588,Sunndalsøra Iii,SN63420,2012-07-04 03:15:00,12.8
1589,Sunndalsøra Iii,SN63420,2012-07-04 03:45:00,12.7
1590,Sunndalsøra Iii,SN63420,2012-07-04 04:15:00,12.6
1591,Sunndalsøra Iii,SN63420,2012-07-04 04:45:00,12.1
1592,Sunndalsøra Iii,SN63420,2012-07-04 05:15:00,11.5
1593,Sunndalsøra Iii,SN63420,2012-07-04 05:45:00,11.3
1594,Sunndalsøra Iii,SN63420,2012-07-04 06:15:00,11.2
1595,Sunndalsøra Iii,SN63420,2012-07-04 06:45:00,11.6
1596,Sunndalsøra Iii,SN63420,2012-07-04 07:15:00,12.1
1597,Sunndalsøra Iii,SN63420,2012-07-04 07:45:00,13.1
1598,Sunndalsøra Iii,SN63420,2012-07-04 08:15:00,14.1
1599,Sunndalsøra Iii,SN63420,2012-07-04 08:45:00,14.2
1600,Sunndalsøra Iii,SN63420,2012-07-04 09:15:00,14.3
1601,Sunndalsøra Iii,SN63420,2012-07-04 09:45:00,14.2
1602,Sunndalsøra Iii,SN63420,2012-07-04 10:15:00,14
1603,Sunndalsøra Iii,SN63420,2012-07-04 10:45:00,14.2
1604,Sunndalsøra Iii,SN63420,2012-07-04 11:15:00,14.5
1605,Sunndalsøra Iii,SN63420,2012-07-04 11:45:00,14.9
1606,Sunndalsøra Iii,SN63420,2012-07-04 12:15:00,15.3
1607,Sunndalsøra Iii,SN63420,2012-07-04 12:45:00,15.8
1608,Sunndalsøra Iii,SN63420,2012-07-04 13:15:00,16.4
1609,Sunndalsøra Iii,SN63420,2012-07-04 13:45:00,16.9
1610,Sunndalsøra Iii,SN63420,2012-07-04 14:15:00,17.4
1611,Sunndalsøra Iii,SN63420,2012-07-04 14:45:00,19.2
1612,Sunndalsøra Iii,SN63420,2012-07-04 15:15:00,21
