RovbaseID,Funnetdato,Skadetype,Rase,"Rase, annet","Skadedato, fra","Skadedato, til",Usikker skadedato,Kjønn,Alder,Antall,Tilstand,Skadeårsak,Vurdering,Skadested,KommuneID,Nord (opprinnelig),Øst (opprinnelig),Nord (UTM33/SWEREF99 TM),Øst (UTM33/SWEREF99 TM),Nord (RT90),Øst (RT90),Koordinatsystem,Stedkvalitet,Kommune,Fylkenummer,Fylke,latitude,longitude
K499264,14.08.2018,Sau,Spel,,31.07.2018,03.08.2018,Ja,Hunn,Voksen,1,Dødt,Bjørn,Antatt sikker,Utmark,1-5034,7024003,331186,7024003,331186,7028564,1290804,WGS84-UTM Sone 33,God,Meråker (N),1-50,Trøndelag (N),63.30495297130711,11.630877708008892
K498537,02.08.2018,Sau,Spel,,02.08.2018,02.08.2018,Nei,Hunn,Voksen,1,Dødt,Bjørn,Dokumentert,Utmark,1-5034,7025745,338291,7025745,338291,7030217,1297935,WGS84-UTM Sone 33,God,Meråker (N),1-50,Trøndelag (N),63.32384022850802,11.770651406555173
K498357,25.07.2018,Sau,Spel,,25.07.2018,25.07.2018,Nei,Hunn,Åring,1,Dødt,Bjørn,Dokumentert,Utmark,1-5034,7028060,340839,7028060,340839,7032502,1300513,WGS84-UTM Sone 33,God,Meråker (N),1-50,Trøndelag (N),63.34572709274864,11.819148874573594
K497952,08.07.2018,Sau,Spel,,02.07.2018,03.07.2018,Ja,Hunn,Åring,1,Dødt,Bjørn,Dokumentert,Utmark,1-5034,7031824,338213,7031824,338213,7036300,1297933,WGS84-UTM Sone 33,God,Meråker (N),1-50,Trøndelag (N),63.37827611493674,11.762971869451853
K497970,08.07.2018,Sau,Spel,,08.07.2018,08.07.2018,Nei,Hunn,Voksen,1,Skadd og avlivet,Bjørn,Dokumentert,Utmark,1-5034,7031389,340323,7031389,340323,7035839,1300039,WGS84-UTM Sone 33,God,Meråker (N),1-50,Trøndelag (N),63.37532787148132,11.805542898591513
K498772,11.08.2018,Sau,Spel,,05.08.2018,07.08.2018,Ja,Ukjent,Under 1 år,1,Dødt,Bjørn,Antatt sikker,Utmark,1-5034,7026955,341752,7026955,341752,7031384,1301413,WGS84-UTM Sone 33,God,Meråker (N),1-50,Trøndelag (N),63.33623017616911,11.838450011638107
K498773,11.08.2018,Sau,Spel,,05.08.2018,07.08.2018,Ja,Ukjent,Under 1 år,1,Dødt,Bjørn,Dokumentert,Utmark,1-5034,7026939,341770,7026939,341770,7031368,1301431,WGS84-UTM Sone 33,God,Meråker (N),1-50,Trøndelag (N),63.33609475866658,11.838824715581776
K498774,12.08.2018,Sau,Spel,,04.08.2018,06.08.2018,Ja,Hunn,Voksen,1,Dødt,Bjørn,Dokumentert,Utmark,1-5034,7027763,341136,7027763,341136,7032201,1300807,WGS84-UTM Sone 33,God,Meråker (N),1-50,Trøndelag (N),63.34319771916023,11.825367203933169
K498648,06.08.2018,Sau,Spel,,06.08.2018,06.08.2018,Nei,Hunn,Voksen,1,Dødt,Bjørn,Dokumentert,Utmark,1-5034,7026945,342020,7026945,342020,7031371,1301681,WGS84-UTM Sone 33,God,Meråker (N),1-50,Trøndelag (N),63.33625901046308,11.843804316721844
K479959,05.09.2017,Sau,Spel,,02.09.2017,05.09.2017,Ja,Ukjent,Under 1 år,1,Dødt,Ukjent fredet rovvilt,Dokumentert,Utmark,1-5034,7019430,647391,7019720,346404,7024088,1305976,WGS84-UTM Sone 32,Særs god,Meråker (N),1-50,Trøndelag (N),63.27341735344571,11.938123772154553
K479835,31.08.2017,Sau,Spel,,01.08.2017,30.08.2017,Ja,Hunn,Under 1 år,1,Skadd og avlivet,Bjørn,Antatt sikker,Utmark,1-5034,7029355,337753,7029355,337753,7033836,1297442,WGS84-UTM Sone 33,God,Meråker (N),1-50,Trøndelag (N),63.35594412895016,11.756283698174546
K471211,14.08.2016,Sau,Spel,,15.07.2016,05.08.2016,Ja,Hunn,Voksen,1,Dødt,Bjørn,Dokumentert,Utmark,1-5034,7025333,633161,7026928,332786,7031470,1292442,WGS84-UTM Sone 32,Særs god,Meråker (N),1-50,Trøndelag (N),63.33191031540132,11.659706443417882
K479578,24.08.2017,Sau,Spel,,20.08.2017,22.08.2017,Ja,Hunn,Under 1 år,1,Dødt,Bjørn,Dokumentert,Utmark,1-5034,7023590,638084,7024732,337526,7029214,1297156,WGS84-UTM Sone 32,Meget god,Meråker (N),1-50,Trøndelag (N),63.31441683382681,11.756425956922042
K479579,23.08.2017,Sau,Spel,,22.08.2017,22.08.2017,Nei,Hunn,Voksen,1,Dødt,Bjørn,Dokumentert,Utmark,1-5034,7024502,637512,7025694,337041,7030182,1296684,WGS84-UTM Sone 32,Meget god,Meråker (N),1-50,Trøndelag (N),63.322816365883526,11.745788475280708
K479658,27.08.2017,Sau,Spel,,25.08.2017,26.08.2017,Ja,Hunn,Åring,1,Skadd og avlivet,Bjørn,Dokumentert,Utmark,1-5034,7029794,637042,7031007,337068,7035497,1296777,WGS84-UTM Sone 32,Meget god,Meråker (N),1-50,Trøndelag (N),63.370434987942495,11.740937541798022
K479659,27.08.2017,Sau,Spel,,21.08.2017,22.08.2017,Ja,Hunn,Ukjent,1,Dødt,Bjørn,Dokumentert,Utmark,1-5034,7024345,638495,7025445,338005,7029921,1297645,WGS84-UTM Sone 32,Meget god,Meråker (N),1-50,Trøndelag (N),63.32102273864167,11.765252826915372
K479661,27.08.2017,Sau,Norsk kvit sau,,24.08.2017,25.08.2017,Ja,Hunn,Voksen,1,Dødt,Bjørn,Dokumentert,Utmark,1-5034,7029859,637873,7030994,337901,7035474,1297611,WGS84-UTM Sone 32,Særs god,Meråker (N),1-50,Trøndelag (N),63.37069746715115,11.757580770157835
K497600,27.06.2018,Sau,Spel,,26.06.2018,26.06.2018,Nei,Hunn,Voksen,1,Dødt,Bjørn,Dokumentert,Utmark,1-5034,7028889,340760,7028889,340760,7033332,1300445,WGS84-UTM Sone 33,God,Meråker (N),1-50,Trøndelag (N),63.3531205857172,11.816750968617447
K497646,27.06.2018,Sau,Spel,,18.06.2018,24.06.2018,Ja,Hunn,Voksen,1,Dødt,Bjørn,Dokumentert,Utmark,1-5034,7028352,338306,7028352,338306,7032826,1297983,WGS84-UTM Sone 33,God,Meråker (N),1-50,Trøndelag (N),63.34720727092524,11.768328425901135
K497260,18.06.2018,Sau,Spel,,12.06.2018,15.06.2018,Ja,Hunn,Voksen,1,Dødt,Bjørn,Dokumentert,Utmark,1-5034,7026404,337385,7026404,337385,7030888,1297037,WGS84-UTM Sone 33,God,Meråker (N),1-50,Trøndelag (N),63.329334723031046,11.751927133417245
K497263,18.06.2018,Sau,Spel,,10.06.2018,14.06.2018,Ja,Hann,Under 1 år,1,Dødt,Bjørn,Antatt sikker,Utmark,1-5034,7027634,337738,7027634,337738,7032114,1297405,WGS84-UTM Sone 33,God,Meråker (N),1-50,Trøndelag (N),63.340516361728106,11.757723068115613
K497366,20.06.2018,Sau,Spel,,12.06.2018,15.06.2018,Ja,Hunn,Åring,1,Dødt,Bjørn,Dokumentert,Utmark,1-5034,7025322,636913,7026566,336521,7031061,1296175,WGS84-UTM Sone 32,God,Meråker (N),1-50,Trøndelag (N),63.33039264546341,11.734538446400716
K496848,05.06.2018,Sau,Spel,,04.06.2018,04.06.2018,Nei,Hunn,Åring,1,Dødt,Bjørn,Dokumentert,Utmark,1-5034,7026809,637552,7027987,337297,7032473,1296968,WGS84-UTM Sone 32,God,Meråker (N),1-50,Trøndelag (N),63.34347905767836,11.748570685984111
K497001,12.06.2018,Sau,Spel,,12.06.2018,12.06.2018,Nei,Hunn,Voksen,1,Skadd og avlivet,Bjørn,Dokumentert,Utmark,1-5034,7030197,335978,7030197,335978,7034701,1295677,WGS84-UTM Sone 33,God,Meråker (N),1-50,Trøndelag (N),63.362678492191556,11.720005798390597
K497072,13.06.2018,Sau,Spel,,12.06.2018,13.06.2018,Ja,Hunn,Voksen,1,Skadd og avlivet,Bjørn,Dokumentert,Utmark,1-5034,7032003,335861,7032003,335861,7036509,1295582,WGS84-UTM Sone 33,God,Meråker (N),1-50,Trøndelag (N),63.37880667089007,11.71582181704817
K497115,13.06.2018,Sau,Spel,,10.06.2018,12.06.2018,Nei,Hunn,Under 1 år,1,Dødt,Bjørn,Dokumentert,Utmark,1-5034,7029732,336081,7029732,336081,7034234,1295774,WGS84-UTM Sone 33,God,Meråker (N),1-50,Trøndelag (N),63.3585592888716,11.722536508991755
K497116,13.06.2018,Sau,Spel,,12.06.2018,13.06.2018,Ja,Hann,Under 1 år,1,Dødt,Bjørn,Dokumentert,Utmark,1-5034,7028361,636188,7029660,336084,7034162,1295776,WGS84-UTM Sone 32,God,Meråker (N),1-50,Trøndelag (N),63.35791553420496,11.722669912947401
K497169,15.06.2018,Sau,Spel,,12.06.2018,14.06.2018,Ja,Ukjent,Under 1 år,1,Dødt,Bjørn,Dokumentert,Utmark,1-5034,7027099,336244,7027099,336244,7031598,1295904,WGS84-UTM Sone 33,God,Meråker (N),1-50,Trøndelag (N),63.33504179878006,11.728473453937971
K497170,15.06.2018,Sau,Spel,,12.06.2018,14.06.2018,Ja,Hunn,Voksen,1,Dødt,Bjørn,Dokumentert,Utmark,1-5034,7027099,336244,7027099,336244,7031598,1295904,WGS84-UTM Sone 33,God,Meråker (N),1-50,Trøndelag (N),63.33504179878006,11.728473453937971
K497173,15.06.2018,Sau,Spel,,12.06.2018,13.06.2018,Nei,Hunn,Voksen,1,Dødt,Bjørn,Dokumentert,Utmark,1-5034,7025725,636482,7027008,336130,7031508,1295788,WGS84-UTM Sone 32,God,Meråker (N),1-50,Trøndelag (N),63.334174223395515,11.726293157310868
K497194,16.06.2018,Sau,Spel,,15.06.2018,16.06.2018,Ja,Ukjent,Under 1 år,1,Dødt,Bjørn,Dokumentert,Utmark,1-5034,7028305,334838,7028305,334838,7032822,1294512,WGS84-UTM Sone 33,God,Meråker (N),1-50,Trøndelag (N),63.345201231248204,11.69920056668287
K497195,16.06.2018,Sau,Spel,,15.06.2018,16.06.2018,Ja,Hunn,Voksen,1,Dødt,Bjørn,Dokumentert,Utmark,1-5034,7028271,334795,7028271,334795,7032789,1294469,WGS84-UTM Sone 33,God,Meråker (N),1-50,Trøndelag (N),63.34487673160918,11.698377875674446
K497196,16.06.2018,Sau,Spel,,15.06.2018,16.06.2018,Ja,Hunn,Voksen,1,Skadd og avlivet,Bjørn,Dokumentert,Utmark,1-5034,7028513,334794,7028513,334794,7033031,1294471,WGS84-UTM Sone 33,God,Meråker (N),1-50,Trøndelag (N),63.3470445757397,11.698109054550445
K497197,16.06.2018,Sau,Spel,,10.06.2018,13.06.2018,Ja,Hunn,Åring,1,Skadd og avlivet,Bjørn,Dokumentert,Utmark,1-5034,7027974,337461,7027974,337461,7032458,1297132,WGS84-UTM Sone 33,God,Meråker (N),1-50,Trøndelag (N),63.34343714301202,11.751854868498288
K498025,10.07.2018,Sau,Spel,,09.07.2018,09.07.2018,Nei,Hunn,Åring,1,Dødt,Bjørn,Dokumentert,Utmark,1-5034,7025448,331266,7025448,331266,7030009,1290902,WGS84-UTM Sone 33,God,Meråker (N),1-50,Trøndelag (N),63.317936963929434,11.630957320225148
K498026,10.07.2018,Sau,Spel,,09.07.2018,09.07.2018,Nei,Hunn,Under 1 år,1,Dødt,Bjørn,Dokumentert,Utmark,1-5034,7025441,331268,7025441,331268,7030002,1290904,WGS84-UTM Sone 33,God,Meråker (N),1-50,Trøndelag (N),63.317875190893034,11.631004507022237
K498027,10.07.2018,Sau,Spel,,09.07.2018,10.07.2018,Ja,Hunn,Voksen,1,Dødt,Bjørn,Dokumentert,Utmark,1-5034,7025752,338430,7025752,338430,7030223,1298074,WGS84-UTM Sone 33,God,Meråker (N),1-50,Trøndelag (N),63.323965721598455,11.773414946940777
K498028,10.07.2018,Sau,Spel,,09.07.2018,10.07.2018,Ja,Hunn,Under 1 år,1,Dødt,Bjørn,Dokumentert,Utmark,1-5034,7025802,338431,7025802,338431,7030273,1298076,WGS84-UTM Sone 33,God,Meråker (N),1-50,Trøndelag (N),63.32441420501395,11.77338467559729
K498043,10.07.2018,Sau,Spel,,10.07.2018,10.07.2018,Nei,Hunn,Voksen,1,Skadd og avlivet,Bjørn,Dokumentert,Utmark,1-5034,7026934,338284,7026934,338284,7031407,1297943,WGS84-UTM Sone 33,God,Meråker (N),1-50,Trøndelag (N),63.33449122374353,11.7693164902013
K498169,12.07.2018,Sau,Spel,,05.07.2018,09.07.2018,Ja,Hunn,Voksen,1,Dødt,Bjørn,Dokumentert,Utmark,1-5034,7026464,339295,7026464,339295,7030924,1298948,WGS84-UTM Sone 33,God,Meråker (N),1-50,Trøndelag (N),63.33073520320066,11.78994533439288
K498198,17.07.2018,Sau,Spel,,14.07.2018,16.07.2018,Ja,Hunn,Voksen,1,Skadd og avlivet,Bjørn,Dokumentert,Utmark,1-5034,7027911,337935,7027911,337935,7032389,1297606,WGS84-UTM Sone 33,God,Meråker (N),1-50,Trøndelag (N),63.34308773654478,11.761372561948937
K498206,10.07.2018,Sau,Spel,,01.07.2018,05.07.2018,Ja,Hunn,Voksen,1,Dødt,Bjørn,Antatt sikker,Utmark,1-5034,7026543,636390,7027831,336115,7032332,1295784,WGS84-UTM Sone 32,God,Meråker (N),1-50,Trøndelag (N),63.34154159632332,11.725154994870177
K498207,12.07.2018,Sau,Spel,,20.06.2018,05.07.2018,Ja,Hunn,Voksen,1,Dødt,Bjørn,Usikker,Utmark,1-5034,7024442,632372,7026114,331918,7030667,1291563,WGS84-UTM Sone 32,God,Meråker (N),1-50,Trøndelag (N),63.32421064719793,11.643253223381755
K498208,12.07.2018,Sau,Spel,,01.07.2018,05.07.2018,Ja,Hunn,Voksen,1,Dødt,Bjørn,Usikker,Utmark,1-5034,7026182,636880,7027426,336569,7031920,1296233,WGS84-UTM Sone 32,God,Meråker (N),1-50,Trøndelag (N),63.33812041796568,11.73462123427324
K498209,13.07.2018,Sau,Spel,,09.07.2018,10.07.2018,Ja,Hunn,Åring,1,Dødt,Bjørn,Antatt sikker,Utmark,1-5034,7019586,633638,7021161,332724,7025701,1292308,WGS84-UTM Sone 32,God,Meråker (N),1-50,Trøndelag (N),63.28021098173527,11.664456883128688
K498236,19.07.2018,Sau,Spel,,18.07.2018,18.07.2018,Nei,Hunn,Voksen,1,Dødt,Bjørn,Antatt sikker,Utmark,1-5034,7029972,637759,7031117,337799,7035598,1297510,WGS84-UTM Sone 32,God,Meråker (N),1-50,Trøndelag (N),63.371753299489654,11.7554199745385
K497652,28.06.2018,Sau,Spel,,24.06.2018,25.06.2018,Ja,Hunn,Voksen,1,Dødt,Bjørn,Dokumentert,Utmark,1-5034,7028754,340813,7028754,340813,7033196,1300496,WGS84-UTM Sone 33,God,Meråker (N),1-50,Trøndelag (N),63.35193445569316,11.817942341363908
K497653,28.06.2018,Sau,Spel,,24.06.2018,25.06.2018,Ja,Hunn,Voksen,1,Dødt,Bjørn,Dokumentert,Utmark,1-5034,7028139,342355,7028139,342355,7032561,1302031,WGS84-UTM Sone 33,God,Meråker (N),1-50,Trøndelag (N),63.347106561250385,11.849313598524365
K497723,30.06.2018,Sau,Spel,,01.06.2018,12.06.2018,Ja,Hunn,Under 1 år,1,Skadd og avlivet,Ukjent fredet rovvilt,Antatt sikker,Utmark,1-5034,7026042,638289,7027154,337959,7031632,1297620,WGS84-UTM Sone 32,God,Meråker (N),1-50,Trøndelag (N),63.33631549563809,11.762614474884417
K497730,01.07.2018,Sau,Spel,,30.06.2018,01.07.2018,Ja,Hunn,Åring,1,Skadd og avlivet,Bjørn,Dokumentert,Utmark,1-5034,7029671,339200,7029671,339200,7034134,1298894,WGS84-UTM Sone 33,God,Meråker (N),1-50,Trøndelag (N),63.359429584525515,11.78484132640471
K497796,02.07.2018,Sau,Spel,,16.06.2018,24.06.2018,Ja,Hunn,Under 1 år,1,Dødt,Bjørn,Usikker,Utmark,1-5034,7022951,638103,7024094,337485,7028576,1297107,WGS84-UTM Sone 32,God,Meråker (N),1-50,Trøndelag (N),63.30868142868799,11.756252730238348
K497798,02.07.2018,Sau,Spel,,30.06.2018,01.07.2018,Nei,Hunn,Voksen,1,Skadd og avlivet,Bjørn,Dokumentert,Utmark,1-5034,7025179,338593,7025179,338593,7029647,1298230,WGS84-UTM Sone 33,God,Meråker (N),1-50,Trøndelag (N),63.31890479263372,11.777238546069716
K497799,02.07.2018,Sau,Spel,,30.06.2018,01.07.2018,Nei,Hann,Under 1 år,1,Dødt,Bjørn,Dokumentert,Utmark,1-5034,7025012,338348,7025012,338348,7029483,1297983,WGS84-UTM Sone 33,God,Meråker (N),1-50,Trøndelag (N),63.31729782976109,11.772523692328145
K497814,03.07.2018,Sau,Spel,,01.07.2018,02.07.2018,Ja,Hunn,Voksen,1,Skadd og avlivet,Bjørn,Dokumentert,Utmark,1-5034,7028099,335980,7028099,335980,7032602,1295652,WGS84-UTM Sone 33,God,Meråker (N),1-50,Trøndelag (N),63.34388103851946,11.722189069072542
K497815,03.07.2018,Sau,Spel,,03.07.2018,03.07.2018,Nei,Hunn,Åring,1,Skadd og avlivet,Bjørn,Dokumentert,Utmark,1-5034,7031742,338319,7031742,338319,7036217,1298038,WGS84-UTM Sone 33,God,Meråker (N),1-50,Trøndelag (N),63.37758936178574,11.76517139665287
K497827,03.07.2018,Sau,Spel,,01.07.2018,02.07.2018,Nei,Hunn,Under 1 år,1,Dødt,Bjørn,Dokumentert,Utmark,1-5034,7031983,338053,7031983,338053,7036462,1297775,WGS84-UTM Sone 33,God,Meråker (N),1-50,Trøndelag (N),63.37962830253121,11.759616024039845
K511433,19.07.2020,Sau,Spel,,17.07.2020,18.07.2020,Ja,Hunn,Under 1 år,1,Dødt,Jerv,Dokumentert,Utmark,1-5034,7018071,335499,7018071,335499,7022575,1295045,WGS84-UTM Sone 33,God,Meråker (N),1-50,Trøndelag (N),63.25380746033673,11.722826737389443
K511439,24.07.2020,Sau,Spel,,23.07.2020,24.07.2020,Nei,Hunn,Under 1 år,1,Dødt,Bjørn,Dokumentert,Utmark,1-5034,7031339,337246,7031339,337246,7035827,1296960,WGS84-UTM Sone 33,God,Meråker (N),1-50,Trøndelag (N),63.37349095693075,11.74415405409807
K511440,25.07.2020,Sau,Spel,,24.07.2020,25.07.2020,Nei,Hunn,Voksen,1,Dødt,Bjørn,Dokumentert,Utmark,1-5034,7031244,338141,7031244,338141,7035721,1297854,WGS84-UTM Sone 33,God,Meråker (N),1-50,Trøndelag (N),63.37304641346676,11.762119814278634
K511441,25.07.2020,Sau,Spel,,24.07.2020,25.07.2020,Nei,Hunn,Voksen,1,Dødt,Bjørn,Dokumentert,Utmark,1-5034,7031246,338407,7031246,338407,7035720,1298120,WGS84-UTM Sone 33,God,Meråker (N),1-50,Trøndelag (N),63.37318477386805,11.767428785182178
K511497,25.07.2020,Sau,Spel,,25.07.2020,25.07.2020,Nei,Hunn,Åring,1,Skadd og avlivet,Bjørn,Dokumentert,Utmark,1-5034,7029420,639420,7030212,339298,7034674,1298998,ED50-UTM Sone 32,God,Meråker (N),1-50,Trøndelag (N),63.36432140668024,11.786255233266113
K511566,28.07.2020,Sau,Spel,,25.07.2020,25.07.2020,Nei,Hunn,Åring,1,Skadd og avlivet,Bjørn,Dokumentert,Utmark,1-5034,7030735,339886,7030735,339886,7035190,1299593,WGS84-UTM Sone 33,God,Meråker (N),1-50,Trøndelag (N),63.36927187173086,11.797469949878376
K512090,17.08.2020,Sau,Spel,,11.08.2020,13.08.2020,Ja,Ukjent,Under 1 år,1,Dødt,Ukjent fredet rovvilt,Antatt sikker,Utmark,1-5034,7027242,340840,7027242,340840,7031683,1300504,WGS84-UTM Sone 33,God,Meråker (N),1-50,Trøndelag (N),63.338397421568146,11.819979043688939
K504501,04.08.2019,Sau,Annet,Svartfjes,20.07.2019,28.07.2019,Ja,Hunn,Under 1 år,1,Skadd og ikke avlivet,Ulv,Antatt sikker,Utmark,1-5034,7048674,644031,7049151,345793,7053541,1305736,WGS84-UTM Sone 32,God,Meråker (N),1-50,Trøndelag (N),63.536907982747444,11.89758009287481
K504146,24.07.2019,Sau,Spel,,21.07.2019,23.07.2019,Ja,Ukjent,Under 1 år,1,Dødt,Ulv,Antatt sikker,Utmark,1-5034,7056090,643722,7056564,346180,7060952,1306216,WGS84-UTM Sone 32,God,Meråker (N),1-50,Trøndelag (N),63.60350719832633,11.89812776610155
K504147,24.07.2019,Sau,Spel,,21.07.2019,23.07.2019,Ja,Ukjent,Under 1 år,1,Dødt,Ulv,Antatt sikker,Utmark,1-5034,7056086,643752,7056557,346210,7060945,1306246,WGS84-UTM Sone 32,God,Meråker (N),1-50,Trøndelag (N),63.60345751723286,11.898738507911327
K504367,20.07.2019,Sau,,,01.07.2019,14.07.2019,Ja,Ukjent,Under 1 år,1,Dødt,Ulv,Antatt sikker,Utmark,1-5034,7057949,640355,7058730,343002,7063160,1303064,WGS84-UTM Sone 32,God,Meråker (N),1-50,Trøndelag (N),63.62151965034645,11.83199623375223
K472757,01.10.2016,Sau,Norsk kvit sau,,01.10.2016,01.10.2016,Nei,Hunn,Under 1 år,1,Dødt,Ulv,Antatt sikker,Innmark,1-5034,7026620,351961,7026620,351961,7030921,1311623,WGS84-UTM Sone 33,God,Meråker (N),1-50,Trøndelag (N),63.33759824600711,12.04238152682626
K472758,01.10.2016,Sau,Spel,,01.10.2016,01.10.2016,Nei,Hunn,Under 1 år,1,Skadd og avlivet,Ulv,Antatt sikker,Innmark,1-5034,7026628,352031,7026628,352031,7030928,1311693,WGS84-UTM Sone 33,God,Meråker (N),1-50,Trøndelag (N),63.33769891104558,12.04377043522406
K472759,01.10.2016,Sau,Norsk kvit sau,,01.10.2016,01.10.2016,Nei,Hunn,Under 1 år,1,Skadd og avlivet,Ulv,Antatt sikker,Innmark,1-5034,7026633,351982,7026633,351982,7030933,1311644,WGS84-UTM Sone 33,God,Meråker (N),1-50,Trøndelag (N),63.33772345367649,12.042788437167866
K472760,01.10.2016,Sau,Spel,,01.10.2016,01.10.2016,Nei,Hunn,Under 1 år,1,Skadd og avlivet,Ulv,Antatt sikker,Innmark,1-5034,7026660,351980,7026660,351980,7030961,1311642,WGS84-UTM Sone 33,God,Meråker (N),1-50,Trøndelag (N),63.337964624398005,12.042723679619048
K472761,01.10.2016,Sau,Spel,,01.10.2016,01.10.2016,Nei,Hann,Under 1 år,1,Skadd og avlivet,Ulv,Antatt sikker,Innmark,1-5034,7026677,351996,7026677,351996,7030977,1311658,WGS84-UTM Sone 33,God,Meråker (N),1-50,Trøndelag (N),63.338123614020866,12.043027177970218
K472762,01.10.2016,Sau,Spel,,01.10.2016,01.10.2016,Nei,Hunn,Under 1 år,1,Skadd og avlivet,Ulv,Antatt sikker,Innmark,1-5034,7026578,351984,7026578,351984,7030878,1311645,WGS84-UTM Sone 33,God,Meråker (N),1-50,Trøndelag (N),63.33723132167796,12.042878976685149
K472763,01.10.2016,Sau,Spel,,01.10.2016,01.10.2016,Nei,Hunn,Under 1 år,1,Skadd og avlivet,Ulv,Antatt sikker,Innmark,1-5034,7026577,351983,7026577,351983,7030877,1311644,WGS84-UTM Sone 33,God,Meråker (N),1-50,Trøndelag (N),63.337221945008906,12.042859951020343
K472864,03.10.2016,Sau,Norsk kvit sau,,01.10.2016,01.10.2016,Nei,Hunn,Under 1 år,1,Skadd og avlivet,Ulv,Antatt sikker,Innmark,1-5034,7026640,352045,7026640,352045,7030940,1311707,WGS84-UTM Sone 33,God,Meråker (N),1-50,Trøndelag (N),63.337812256702435,12.044038645167365
K469951,09.07.2016,Sau,,,03.07.2016,06.07.2016,Ja,Hann,Under 1 år,1,Dødt,Bjørn,Dokumentert,Utmark,1-5034,7024011,351208,7024011,351208,7028320,1310836,WGS84-UTM Sone 33,Særs god,Meråker (N),1-50,Trøndelag (N),63.313901890539356,12.029774625099027
K469952,09.07.2016,Sau,Norsk kvit sau,,03.07.2016,06.07.2016,Ja,Hunn,Voksen,1,Dødt,Bjørn,Dokumentert,Utmark,1-5034,7023849,351144,7023849,351144,7028159,1310770,WGS84-UTM Sone 33,Særs god,Meråker (N),1-50,Trøndelag (N),63.31242331569366,12.02864883555778
K469953,09.07.2016,Sau,Norsk kvit sau,,03.07.2016,06.07.2016,Ja,Hunn,Voksen,1,Dødt,Bjørn,Dokumentert,Utmark,1-5034,7024000,351200,7024000,351200,7028309,1310828,WGS84-UTM Sone 33,Særs god,Meråker (N),1-50,Trøndelag (N),63.31379997527249,12.029625348230923
K470047,13.07.2016,Sau,Spel,,03.07.2016,08.07.2016,Ja,Hunn,Åring,1,Dødt,Bjørn,Antatt sikker,Utmark,1-5034,7022124,649989,7022160,349242,7026493,1308846,WGS84-UTM Sone 32,God,Meråker (N),1-50,Trøndelag (N),63.296489977766555,11.992324876002062
K470638,22.07.2016,Sau,Spel,,17.07.2016,19.07.2016,Ja,Hunn,Voksen,1,Dødt,Bjørn,Dokumentert,Utmark,1-5034,7027062,645437,7027502,345171,7031889,1304841,WGS84-UTM Sone 32,God,Meråker (N),1-50,Trøndelag (N),63.34262833674612,11.906108693872365
K504284,30.07.2019,Sau,Norsk kvit sau,,25.07.2019,26.07.2019,Nei,Hunn,Åring,1,Dødt,Ulv,Dokumentert,Utmark,1-5034,7054699,642768,7055268,345100,7059670,1305119,WGS84-UTM Sone 32,God,Meråker (N),1-50,Trøndelag (N),63.59142205337305,11.877662285517141
K471210,12.08.2016,Sau,Norsk kvit sau,,11.08.2016,12.08.2016,Ja,Hunn,Voksen,1,Dødt,Bjørn,Dokumentert,Utmark,1-5034,7026366,641257,7027200,340944,7031639,1300608,WGS84-UTM Sone 32,Særs god,Meråker (N),1-50,Trøndelag (N),63.33806731501545,11.822094694390165
K470920,05.08.2016,Sau,Norsk kvit sau,,03.08.2016,04.08.2016,Ja,Hunn,Voksen,1,Dødt,Bjørn,Dokumentert,Utmark,1-5034,7016875,639439,7017919,338247,7022388,1297793,WGS84-UTM Sone 32,Særs god,Meråker (N),1-50,Trøndelag (N),63.253694002413006,11.777619477851125
K479577,24.08.2017,Sau,Norsk kvit sau,,18.08.2017,19.08.2017,Ja,Hunn,Voksen,1,Dødt,Bjørn,Dokumentert,Utmark,1-5034,7023904,638442,7025011,337911,7029488,1297546,WGS84-UTM Sone 32,Meget god,Meråker (N),1-50,Trøndelag (N),63.317091307147216,11.763816398608782
K478587,27.07.2017,Sau,Norsk kvit sau,,25.07.2017,26.07.2017,Ja,Hunn,Åring,1,Dødt,Bjørn,Dokumentert,Utmark,1-5034,7022622,640609,7023532,339949,7027983,1299566,WGS84-UTM Sone 32,Meget god,Meråker (N),1-50,Trøndelag (N),63.30475489628037,11.805899299828306
K498532,31.07.2018,Sau,Norsk kvit sau,,31.07.2018,31.07.2018,Nei,Hunn,Voksen,1,Dødt,Bjørn,Dokumentert,Utmark,1-5034,7021885,330395,7021885,330395,7026455,1289986,WGS84-UTM Sone 33,God,Meråker (N),1-50,Trøndelag (N),63.285603657904986,11.617351464835071
K497830,03.07.2018,Sau,Annet,Villsau,18.06.2018,01.07.2018,Ja,Hunn,Voksen,1,Dødt,Bjørn,Antatt sikker,Utmark,1-5034,7012133,334588,7012133,334588,7016645,1294059,WGS84-UTM Sone 33,God,Meråker (N),1-50,Trøndelag (N),63.20018336999007,11.71077146551024
K497858,03.07.2018,Sau,Norsk kvit sau,,18.06.2018,01.07.2018,Ja,Hunn,Voksen,1,Skadd og avlivet,Bjørn,Antatt sikker,Utmark,1-5034,7011991,334348,7011991,334348,7016506,1293817,WGS84-UTM Sone 33,God,Meråker (N),1-50,Trøndelag (N),63.19880062794797,11.706153251853943
